"","cell_line","treatment","time","concentration","cell_count"
"3956","D018T01","Staurosporine_500nM",96,0,5560
"3957","D018T01","Defactinib",96,1,11130
"3958","D018T01","Olaparib",96,0.04,10160
"3959","D018T01","Sunitinib",96,0.04,10490
"3960","D018T01","Ponatinib",96,0.008,8570
"3961","D018T01","17AAG",96,0.0016,8900
"3962","D018T01","Dabrafenib mit Trametinib",96,0.04,10030
"3963","D018T01","MK-1775",96,0.008,9190
"3964","D018T01","Irinotecan mit 5-FU",96,0.04,8760
"3965","D018T01","MK-8776",96,0.008,9980
"3966","D018T01","Everolimus",96,0.008,10450
"3967","D018T01","Staurosporine_500nM",96,0,3990
"3968","D018T01","Ruxolitinib",96,0.008,9490
"3969","D018T01","Trifluoridin/Tipiracil",96,0.008,10570
"3970","D018T01","Irinotecan / SN-38",96,0.2,470
"3971","D018T01","DMSO",96,0,10310
"3972","D018T01","YM155",96,0.04,1320
"3973","D018T01","Trifluoridin/Tipiracil",96,0.04,8270
"3974","D018T01","Docetaxel",96,0.2,6290
"3975","D018T01","5-FU",96,0.008,8590
"3976","D018T01","Gefitinib",96,0.04,7780
"3977","D018T01","MK-8776",96,0.04,8540
"3978","D018T01","Taselisib",96,0.2,12380
"3979","D018T01","Birinapant",96,0.04,8130
"3980","D018T01","Oxaliplatin mit 5-FU + Gefitinib",96,1,6150
"3981","D018T01","Alpelisib",96,0.0016,10850
"3982","D018T01","Crizotinib",96,0.04,9810
"3983","D018T01","Taselisib",96,1,9840
"3984","D018T01","AZD 4547",96,0.2,9550
"3985","D018T01","Nutlin3a",96,0.0016,9320
"3986","D018T01","Idelalisib",96,1,9540
"3987","D018T01","Panobinostat",96,0.0016,11550
"3988","D018T01","MK-8776",96,0.2,8170
"3989","D018T01","Vorinostat",96,0.008,8510
"3990","D018T01","Axitinib",96,0.0016,11450
"3991","D018T01","Pazopanib",96,0.0016,10610
"3992","D018T01","DMSO",96,0,8690
"3993","D018T01","Alisertib",96,0.04,9330
"3994","D018T01","17AAG",96,0.008,8810
"3995","D018T01","Idelalisib",96,0.04,11080
"3996","D018T01","Defactinib",96,0.2,10360
"3997","D018T01","DMSO",96,0,10510
"3998","D018T01","Dabrafenib mit Trametinib",96,0.008,14750
"3999","D018T01","MK-1775",96,0.2,9130
"4000","D018T01","Idelalisib",96,0.008,9040
"4001","D018T01","Dabrafenib mit Trametinib",96,0.2,8480
"4002","D018T01","Irinotecan mit 5-FU",96,0.008,11850
"4003","D018T01","LGK974",96,0.04,10380
"4004","D018T01","MK-8776",96,0.0016,9240
"4005","D018T01","Gefitinib",96,1,7050
"4006","D018T01","Docetaxel",96,0.04,6050
"4007","D018T01","Methotrexate",96,0.0016,6510
"4008","D018T01","Alpelisib",96,1,13120
"4009","D018T01","Phenformin",96,0.008,9080
"4010","D018T01","Oxaliplatin",96,0.0016,8380
"4011","D018T01","Bexaroten",96,0.04,9000
"4012","D018T01","Mitomycin C",96,0.0016,9540
"4013","D018T01","DMSO",96,0,11560
"4014","D018T01","Palbociclib",96,0.04,9400
"4015","D018T01","Lapatinib",96,0.0016,8710
"4016","D018T01","Alpelisib",96,0.008,9280
"4017","D018T01","Gefitinib",96,0.2,8850
"4018","D018T01","Sonidegib",96,0.0016,8770
"4019","D018T01","Mitomycin C",96,0.008,9100
"4020","D018T01","AZD 5363",96,0.04,9620
"4021","D018T01","Vismodegib",96,1,11310
"4022","D018T01","Irinotecan mit 5-FU",96,1,250
"4023","D018T01","Dasatinib",96,1,2370
"4024","D018T01","Trametinib",96,0.0016,10750
"4025","D018T01","DMSO",96,0,10560
"4026","D018T01","Gemcitabine",96,0.008,10490
"4027","D018T01","Erlotinib",96,1,7650
"4028","D018T01","Bexaroten",96,0.008,8060
"4029","D018T01","AZD 4547",96,0.0016,8370
"4030","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.04,7350
"4031","D018T01","Gemcitabine",96,0.2,10870
"4032","D018T01","Bortezomib",96,0.0016,11490
"4033","D018T01","YM155",96,0.2,10
"4034","D018T01","Binimetinib",96,0.04,8600
"4035","D018T01","Dabrafenib",96,0.04,10360
"4036","D018T01","DMSO",96,0,11270
"4037","D018T01","Regorafenib",96,0.2,8560
"4038","D018T01","Bexaroten",96,1,7400
"4039","D018T01","Idelalisib",96,0.0016,12180
"4040","D018T01","Mitomycin C",96,0.04,8960
"4041","D018T01","DMSO",96,0,9230
"4042","D018T01","Regorafenib",96,0.04,8800
"4043","D018T01","Vorinostat",96,0.2,230
"4044","D018T01","Birinapant",96,0.2,8940
"4045","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.0016,9080
"4046","D018T01","YM155",96,0.008,9350
"4047","D018T01","17AAG",96,0.04,2580
"4048","D018T01","Gemcitabine",96,0.0016,8500
"4049","D018T01","Methotrexate",96,0.2,3900
"4050","D018T01","Etoposid",96,1,6180
"4051","D018T01","Sunitinib",96,0.2,8970
"4052","D018T01","Sonidegib",96,0.2,9960
"4053","D018T01","Vinblastin",96,0.008,9340
"4054","D018T01","Staurosporine_500nM",96,0,5730
"4055","D018T01","AZD 4547",96,0.008,10430
"4056","D018T01","Pazopanib",96,0.008,9540
"4057","D018T01","Dabrafenib mit Trametinib",96,1,8760
"4058","D018T01","Olaparib",96,1,4930
"4059","D018T01","Dasatinib",96,0.04,8570
"4060","D018T01","DMSO",96,0,7980
"4061","D018T01","Lapatinib",96,0.04,10460
"4062","D018T01","DMSO",96,0,9600
"4063","D018T01","Binimetinib",96,0.008,10850
"4064","D018T01","Doxorubicin",96,0.008,9660
"4065","D018T01","Paclitaxel",96,0.2,7930
"4066","D018T01","Idelalisib",96,0.2,10050
"4067","D018T01","Etoposid",96,0.04,9820
"4068","D018T01","Venetoclax",96,1,2920
"4069","D018T01","Doxorubicin",96,0.04,6450
"4070","D018T01","Sunitinib",96,0.0016,9660
"4071","D018T01","Olaparib",96,0.2,8370
"4072","D018T01","Afatinib",96,0.2,1120
"4073","D018T01","Volasertib",96,0.0016,8970
"4074","D018T01","Defactinib",96,0.0016,12530
"4075","D018T01","Alisertib",96,1,9820
"4076","D018T01","Napabucasin",96,1,8150
"4077","D018T01","5-FU",96,0.0016,9800
"4078","D018T01","17AAG",96,1,2410
"4079","D018T01","Vinblastin",96,0.04,6800
"4080","D018T01","AZD 5363",96,0.0016,9610
"4081","D018T01","Nutlin3a",96,0.04,10800
"4082","D018T01","Nutlin3a",96,1,9550
"4083","D018T01","Bortezomib",96,0.04,590
"4084","D018T01","Phenformin",96,0.04,9520
"4085","D018T01","DMSO",96,0,10500
"4086","D018T01","Palbociclib",96,1,8940
"4087","D018T01","Trametinib",96,0.2,9050
"4088","D018T01","Everolimus",96,0.04,8470
"4089","D018T01","Palbociclib",96,0.008,11950
"4090","D018T01","Binimetinib",96,1,11010
"4091","D018T01","Fludarabine",96,0.008,8730
"4092","D018T01","Bortezomib",96,1,50
"4093","D018T01","Binimetinib",96,0.0016,10780
"4094","D018T01","Docetaxel",96,1,8560
"4095","D018T01","Birinapant",96,0.0016,11770
"4096","D018T01","Phenformin",96,0.2,8980
"4097","D018T01","Staurosporine_500nM",96,0,5190
"4098","D018T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.04,10150
"4099","D018T01","Defactinib",96,0.04,9100
"4100","D018T01","Trametinib",96,0.04,13030
"4101","D018T01","Methotrexate",96,0.04,5060
"4102","D018T01","Irinotecan mit 5-FU",96,0.0016,8110
"4103","D018T01","GSK2636771",96,0.04,11530
"4104","D018T01","Alisertib",96,0.2,9440
"4105","D018T01","Paclitaxel",96,1,6540
"4106","D018T01","Ruxolitinib",96,1,4440
"4107","D018T01","Napabucasin",96,0.0016,9910
"4108","D018T01","Erlotinib",96,0.0016,10010
"4109","D018T01","Bortezomib",96,0.008,4720
"4110","D018T01","Volasertib",96,0.008,8120
"4111","D018T01","Cabozantinib",96,0.0016,9470
"4112","D018T01","GSK2636771",96,0.008,9480
"4113","D018T01","Docetaxel",96,0.008,9700
"4114","D018T01","Nutlin3a",96,0.2,10960
"4115","D018T01","5-FU",96,0.2,10300
"4116","D018T01","Sonidegib",96,0.04,8810
"4117","D018T01","Phenformin",96,0.0016,9890
"4118","D018T01","DMSO",96,0,7680
"4119","D018T01","Staurosporine_500nM",96,0,4390
"4120","D018T01","Bleomycin",96,0.2,5700
"4121","D018T01","Vorinostat",96,0.04,9790
"4122","D018T01","Bexaroten",96,0.2,9800
"4123","D018T01","DMSO",96,0,9400
"4124","D018T01","Fludarabine",96,0.04,9740
"4125","D018T01","Doxorubicin",96,1,700
"4126","D018T01","VX-702",96,0.0016,13660
"4127","D018T01","Oxaliplatin",96,0.2,10410
"4128","D018T01","5-FU",96,1,6520
"4129","D018T01","Volasertib",96,0.04,6720
"4130","D018T01","Everolimus",96,0.2,8560
"4131","D018T01","Bortezomib",96,0.2,190
"4132","D018T01","Regorafenib",96,0.0016,9610
"4133","D018T01","Napabucasin",96,0.008,11460
"4134","D018T01","Crizotinib",96,1,300
"4135","D018T01","DMSO",96,0,9580
"4136","D018T01","Olaparib",96,0.008,9210
"4137","D018T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.0016,9300
"4138","D018T01","Afatinib",96,0.008,6760
"4139","D018T01","VX-702",96,0.04,7930
"4140","D018T01","Dacarbazine",96,0.008,11880
"4141","D018T01","Sonidegib",96,0.008,9330
"4142","D018T01","Etoposid",96,0.008,10500
"4143","D018T01","Regorafenib",96,0.008,9850
"4144","D018T01","Volasertib",96,1,10
"4145","D018T01","Irinotecan / SN-38",96,0.0016,10770
"4146","D018T01","Alpelisib",96,0.04,11570
"4147","D018T01","Crizotinib",96,0.008,9870
"4148","D018T01","AZD 4547",96,0.04,10120
"4149","D018T01","Miglitol",96,0.0016,8460
"4150","D018T01","Regorafenib",96,1,9020
"4151","D018T01","Vismodegib",96,0.008,8760
"4152","D018T01","Gefitinib",96,0.0016,9480
"4153","D018T01","MK-8776",96,1,10130
"4154","D018T01","17AAG",96,0.2,2750
"4155","D018T01","Taselisib",96,0.04,13380
"4156","D018T01","Vinblastin",96,0.0016,10320
"4157","D018T01","Vinblastin",96,1,5320
"4158","D018T01","Bleomycin",96,0.04,8010
"4159","D018T01","DMSO",96,0,8690
"4160","D018T01","Pazopanib",96,0.04,8660
"4161","D018T01","Phenformin",96,1,5430
"4162","D018T01","PRI-724",96,0.008,4160
"4163","D018T01","Alpelisib",96,0.2,9800
"4164","D018T01","Trametinib",96,0.008,10040
"4165","D018T01","Ruxolitinib",96,0.0016,9110
"4166","D018T01","Axitinib",96,1,8750
"4167","D018T01","DMSO",96,0,9460
"4168","D018T01","Erlotinib",96,0.04,9530
"4169","D018T01","Sunitinib",96,1,8420
"4170","D018T01","Irinotecan / SN-38",96,1,390
"4171","D018T01","PRI-724",96,0.2,6850
"4172","D018T01","Dasatinib",96,0.008,7680
"4173","D018T01","Panobinostat",96,0.2,220
"4174","D018T01","Oxaliplatin",96,0.04,11620
"4175","D018T01","DMSO",96,0,8210
"4176","D018T01","Fludarabine",96,0.0016,10400
"4177","D018T01","Sorafenib",96,0.008,9170
"4178","D018T01","YM155",96,0.0016,8510
"4179","D018T01","DMSO",96,0,12630
"4180","D018T01","Bleomycin",96,0.008,9350
"4181","D018T01","Binimetinib",96,0.2,10710
"4182","D018T01","Erlotinib",96,0.008,9430
"4183","D018T01","DMSO",96,0,9350
"4184","D018T01","Vorinostat",96,1,30
"4185","D018T01","Sorafenib",96,0.2,5990
"4186","D018T01","PRI-724",96,0.0016,9200
"4187","D018T01","PRI-724",96,0.04,3780
"4188","D018T01","Trifluoridin/Tipiracil",96,0.2,13160
"4189","D018T01","LGK974",96,1,8370
"4190","D018T01","GSK2636771",96,0.2,8550
"4191","D018T01","Ponatinib",96,0.04,10360
"4192","D018T01","Lapatinib",96,0.008,8650
"4193","D018T01","Bleomycin",96,0.0016,13200
"4194","D018T01","Etoposid",96,0.0016,9190
"4195","D018T01","Ruxolitinib",96,0.04,9180
"4196","D018T01","Dabrafenib",96,0.008,11390
"4197","D018T01","Dabrafenib",96,1,8260
"4198","D018T01","Staurosporine_500nM",96,0,4410
"4199","D018T01","Paclitaxel",96,0.008,9780
"4200","D018T01","Mitomycin C",96,1,310
"4201","D018T01","Panobinostat",96,0.04,7810
"4202","D018T01","Staurosporine_500nM",96,0,6940
"4203","D018T01","Staurosporine_500nM",96,0,7730
"4204","D018T01","Paclitaxel",96,0.04,6950
"4205","D018T01","DMSO",96,0,10840
"4206","D018T01","Cabozantinib",96,1,7430
"4207","D018T01","Irinotecan / SN-38",96,0.008,1910
"4208","D018T01","Ponatinib",96,1,9920
"4209","D018T01","Venetoclax",96,0.2,8160
"4210","D018T01","Axitinib",96,0.2,10360
"4211","D018T01","Methotrexate",96,1,4510
"4212","D018T01","Axitinib",96,0.008,8870
"4213","D018T01","Miglitol",96,0.008,8760
"4214","D018T01","YM155",96,1,20
"4215","D018T01","Vismodegib",96,0.2,12170
"4216","D018T01","DMSO",96,0,9970
"4217","D018T01","Gefitinib",96,0.008,10380
"4218","D018T01","Cabozantinib",96,0.04,8440
"4219","D018T01","Dacarbazine",96,0.0016,11170
"4220","D018T01","Oxaliplatin",96,1,9530
"4221","D018T01","Lapatinib",96,1,9200
"4222","D018T01","Trametinib",96,1,8920
"4223","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,11030
"4224","D018T01","Sonidegib",96,1,13400
"4225","D018T01","Vinblastin",96,0.04,9408
"4226","D018T01","Alisertib",96,1,13945
"4227","D018T01","AZD 4547",96,0.0016,13071
"4228","D018T01","DMSO",96,0,12940
"4229","D018T01","Alpelisib",96,0.2,12150
"4230","D018T01","Crizotinib",96,0.0016,10402
"4231","D018T01","Dabrafenib",96,0.008,12844
"4232","D018T01","Idelalisib",96,0.2,13538
"4233","D018T01","Defactinib",96,0.008,12185
"4234","D018T01","Dasatinib",96,0.0016,11264
"4235","D018T01","Everolimus",96,0.008,12664
"4236","D018T01","Volasertib",96,0.008,12126
"4237","D018T01","Trifluoridin/Tipiracil",96,0.008,11886
"4238","D018T01","Methotrexate",96,0.2,6739
"4239","D018T01","Ponatinib",96,0.2,10845
"4240","D018T01","DMSO",96,0,11611
"4241","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,13849
"4242","D018T01","Volasertib",96,0.2,10222
"4243","D018T01","Doxorubicin",96,0.04,9947
"4244","D018T01","Napabucasin",96,0.2,11719
"4245","D018T01","Trametinib",96,0.04,14567
"4246","D018T01","Doxorubicin",96,0.0016,12628
"4247","D018T01","Napabucasin",96,0.04,10246
"4248","D018T01","Axitinib",96,0.008,12305
"4249","D018T01","Pazopanib",96,0.0016,11659
"4250","D018T01","Doxorubicin",96,0.008,12150
"4251","D018T01","MK-8776",96,0.2,12245
"4252","D018T01","Nutlin3a",96,0.008,13287
"4253","D018T01","VX-702",96,1,14161
"4254","D018T01","AZD 4547",96,0.04,11144
"4255","D018T01","Binimetinib",96,0.04,11000
"4256","D018T01","DMSO",96,0,11946
"4257","D018T01","Miglitol",96,0.04,11659
"4258","D018T01","DMSO",96,0,12940
"4259","D018T01","Regorafenib",96,1,2418
"4260","D018T01","Etoposid",96,0.0016,12688
"4261","D018T01","Binimetinib",96,0.0016,13682
"4262","D018T01","17AAG",96,0.008,10773
"4263","D018T01","AZD 5363",96,0.2,15908
"4264","D018T01","DMSO",96,0,10043
"4265","D018T01","17AAG",96,0.2,5506
"4266","D018T01","Binimetinib",96,1,12724
"4267","D018T01","DMSO",96,0,12928
"4268","D018T01","Ruxolitinib",96,1,8954
"4269","D018T01","Irinotecan mit 5-FU",96,0.008,12281
"4270","D018T01","DMSO",96,0,10988
"4271","D018T01","Docetaxel",96,1,11910
"4272","D018T01","Methotrexate",96,0.008,6129
"4273","D018T01","Staurosporine_500nM",96,0,8020
"4274","D018T01","Erlotinib",96,0.2,10031
"4275","D018T01","MK-1775",96,1,12269
"4276","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.04,10091
"4277","D018T01","Nutlin3a",96,0.0016,11240
"4278","D018T01","Sonidegib",96,0.0016,12389
"4279","D018T01","Oxaliplatin mit 5-FU",96,0.008,12185
"4280","D018T01","PRI-724",96,0.04,10103
"4281","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.2,1676
"4282","D018T01","Mitomycin C",96,0.0016,12820
"4283","D018T01","Vinblastin",96,1,7685
"4284","D018T01","Miglitol",96,0.2,11814
"4285","D018T01","MK-8776",96,0.04,11515
"4286","D018T01","Idelalisib",96,0.04,14627
"4287","D018T01","Bortezomib",96,0.04,1149
"4288","D018T01","Mitomycin C",96,0.04,12341
"4289","D018T01","Crizotinib",96,0.2,11994
"4290","D018T01","Dacarbazine",96,0.0016,13777
"4291","D018T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.0016,11946
"4292","D018T01","AZD 5363",96,1,13299
"4293","D018T01","DMSO",96,0,10390
"4294","D018T01","Dasatinib",96,0.008,11312
"4295","D018T01","Alisertib",96,0.2,10953
"4296","D018T01","AZD 4547",96,0.2,15214
"4297","D018T01","Bleomycin",96,0.0016,13311
"4298","D018T01","17AAG",96,0.04,6021
"4299","D018T01","Oxaliplatin mit 5-FU + Gefitinib",96,1,10019
"4300","D018T01","Panobinostat",96,1,108
"4301","D018T01","Gefitinib",96,1,11036
"4302","D018T01","Napabucasin",96,0.008,16016
"4303","D018T01","YM155",96,0.008,11671
"4304","D018T01","Taselisib",96,0.0016,13502
"4305","D018T01","VX-702",96,0.04,11096
"4306","D018T01","Everolimus",96,1,11719
"4307","D018T01","Staurosporine_500nM",96,0,6895
"4308","D018T01","Dabrafenib",96,1,12628
"4309","D018T01","Defactinib",96,0.2,12425
"4310","D018T01","Lapatinib",96,1,12545
"4311","D018T01","DMSO",96,0,10402
"4312","D018T01","Axitinib",96,1,12377
"4313","D018T01","Dabrafenib",96,0.2,12545
"4314","D018T01","Vinblastin",96,0.2,9839
"4315","D018T01","Sorafenib",96,0.2,7110
"4316","D018T01","Regorafenib",96,0.04,11288
"4317","D018T01","Panobinostat",96,0.008,13251
"4318","D018T01","PRI-724",96,0.008,9337
"4319","D018T01","Gefitinib",96,0.2,11862
"4320","D018T01","GSK2636771",96,0.04,11778
"4321","D018T01","Birinapant",96,1,12257
"4322","D018T01","Pazopanib",96,0.2,13777
"4323","D018T01","Staurosporine_500nM",96,0,7158
"4324","D018T01","GSK2636771",96,0.008,12700
"4325","D018T01","Phenformin",96,0.0016,12173
"4326","D018T01","Alpelisib",96,0.008,12844
"4327","D018T01","Staurosporine_500nM",96,0,7769
"4328","D018T01","Irinotecan mit 5-FU + Gefitinib",96,0.0016,12569
"4329","D018T01","YM155",96,0.2,72
"4330","D018T01","Everolimus",96,0.2,13035
"4331","D018T01","LGK974",96,1,12700
"4332","D018T01","Gefitinib",96,0.0016,12557
"4333","D018T01","Phenformin",96,0.04,13131
"4334","D018T01","Etoposid",96,0.04,12652
"4335","D018T01","Staurosporine_500nM",96,0,7350
"4336","D018T01","Irinotecan / SN-38",96,1,1532
"4337","D018T01","Oxaliplatin",96,0.2,12664
"4338","D018T01","DMSO",96,0,17847
"4339","D018T01","DMSO",96,0,11168
"4340","D018T01","Bortezomib",96,0.0016,14951
"4341","D018T01","Sonidegib",96,0.04,10510
"4342","D018T01","Sorafenib",96,0.0016,12078
"4343","D018T01","Fludarabine",96,0.04,14352
"4344","D018T01","Oxaliplatin mit 5-FU",96,1,7278
"4345","D018T01","Cabozantinib",96,0.2,11431
"4346","D018T01","Etoposid",96,0.008,11982
"4347","D018T01","Cabozantinib",96,0.04,14424
"4348","D018T01","DMSO",96,0,10785
"4349","D018T01","DMSO",96,0,13275
"4350","D018T01","Etoposid",96,0.2,13418
"4351","D018T01","Afatinib",96,1,3806
"4352","D018T01","DMSO",96,0,11228
"4353","D018T01","Miglitol",96,1,14759
"4354","D018T01","MK-1775",96,0.2,12592
"4355","D018T01","Erlotinib",96,0.008,12580
"4356","D018T01","Defactinib",96,0.04,11563
"4357","D018T01","Olaparib",96,0.04,12209
"4358","D018T01","Dabrafenib",96,0.04,12892
"4359","D018T01","Palbociclib",96,0.2,13574
"4360","D018T01","DMSO",96,0,14735
"4361","D018T01","Paclitaxel",96,0.2,10761
"4362","D018T01","Doxorubicin",96,1,1161
"4363","D018T01","Fludarabine",96,0.008,11743
"4364","D018T01","DMSO",96,0,11180
"4365","D018T01","Dacarbazine",96,1,15142
"4366","D018T01","Bortezomib",96,1,84
"4367","D018T01","Irinotecan mit 5-FU",96,1,694
"4368","D018T01","DMSO",96,0,10785
"4369","D018T01","Everolimus",96,0.04,11036
"4370","D018T01","Irinotecan mit 5-FU",96,0.2,2095
"4371","D018T01","Vorinostat",96,0.008,11527
"4372","D018T01","Afatinib",96,0.008,12030
"4373","D018T01","Trametinib",96,0.0016,12868
"4374","D018T01","Axitinib",96,0.04,12712
"4375","D018T01","Sorafenib",96,1,5650
"4376","D018T01","Dabrafenib mit Trametinib",96,0.008,16124
"4377","D018T01","Panobinostat",96,0.0016,15836
"4378","D018T01","Irinotecan / SN-38",96,0.04,1592
"4379","D018T01","LGK974",96,0.0016,11790
"4380","D018T01","Gefitinib",96,0.04,10737
"4381","D018T01","DMSO",96,0,12018
"4382","D018T01","Regorafenib",96,0.008,12616
"4383","D018T01","Staurosporine_500nM",96,0,6895
"4384","D018T01","Venetoclax",96,0.04,11611
"4385","D018T01","Bleomycin",96,1,10091
"4386","D018T01","Vinblastin",96,0.0016,13730
"4387","D018T01","DMSO",96,0,11695
"4388","D018T01","Methotrexate",96,0.04,6356
"4389","D018T01","Axitinib",96,0.0016,11743
"4390","D018T01","Lapatinib",96,0.008,11455
"4391","D018T01","Docetaxel",96,0.008,11826
"4392","D018T01","AZD 5363",96,0.0016,12341
"4393","D018T01","VX-702",96,0.008,13837
"4394","D018T01","Nutlin3a",96,0.04,13538
"4395","D018T01","Doxorubicin",96,0.2,2933
"4396","D018T01","Sunitinib",96,0.008,11000
"4397","D018T01","Sunitinib",96,0.2,11324
"4398","D018T01","Alisertib",96,0.04,11659
"4399","D018T01","Trifluoridin/Tipiracil",96,0.2,16052
"4400","D018T01","Gefitinib",96,0.008,11994
"4401","D018T01","Sunitinib",96,0.04,11659
"4402","D018T01","Vorinostat",96,0.04,12114
"4403","D018T01","DMSO",96,0,13299
"4404","D018T01","5-FU",96,1,10857
"4405","D018T01","MK-8776",96,1,11060
"4406","D018T01","Oxaliplatin",96,0.0016,11503
"4407","D018T01","Palbociclib",96,0.008,13442
"4408","D018T01","Paclitaxel",96,0.04,11982
"4409","D018T01","Napabucasin",96,0.0016,11922
"4410","D018T01","GSK2636771",96,0.0016,10677
"4411","D018T01","PRI-724",96,0.2,9456
"4412","D018T01","Idelalisib",96,0.008,13131
"4413","D018T01","Bexaroten",96,1,11695
"4414","D018T01","Trametinib",96,0.2,11767
"4415","D018T01","DMSO",96,0,11934
"4416","D018T01","Nutlin3a",96,0.2,11228
"4417","D018T01","Oxaliplatin",96,0.008,12221
"4418","D018T01","Gemcitabine",96,0.008,14029
"4419","D018T01","Taselisib",96,1,12173
"4420","D018T01","Venetoclax",96,0.008,13119
"4421","D018T01","Irinotecan / SN-38",96,0.2,1532
"4422","D018T01","LGK974",96,0.008,11743
"4423","D018T01","MK-8776",96,0.0016,11168
"4424","D018T01","DMSO",96,0,10976
"4425","D018T01","Idelalisib",96,1,14292
"4426","D018T01","Pazopanib",96,0.008,12425
"4427","D018T01","Alisertib",96,0.0016,11348
"4428","D018T01","DMSO",96,0,13885
"4429","D018T01","5-FU",96,0.0016,12748
"4430","D018T01","PRI-724",96,1,9552
"4431","D018T01","Olaparib",96,0.0016,11312
"4432","D018T01","YM155",96,0.0016,11276
"4433","D018T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.008,13215
"4434","D018T01","Bleomycin",96,0.008,12676
"4435","D018T01","Trametinib",96,1,12221
"4436","D018T01","Olaparib",96,1,5015
"4437","D018T01","Staurosporine_500nM",96,0,6751
"4438","D018T01","Cabozantinib",96,0.008,12257
